case,session,pdf,page,parser_speaker,blind_read_label,agree,words_found,label_distance,furniture_in_paragraph,confidence,opening_words,reader_notes
263,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,62,Sr. Prosecretario (Tunessi),Sr. Prosecretario (Tunessi).-,yes,yes,same-paragraph,none,high,Se comunica a la Cámara de Diputados.,"The exact wording ""Se comunica a la Cámara de Diputados."" (with ""la"") appears once, spoken by the Prosecretario; two lines below, the Presidenta says a similar but not identical phrase, ""Se comunica a Cámara de Diputados."" (without ""la"") -- that near-duplicate is not the quoted text."
264,2021-12-09_r15,09-12-2021_ORDINARIA.pdf,63,Sra. Almirón,Sra. Almirón.-,yes,yes,same-paragraph,none,high,"Gracias, presidenta. Del 2019 a esta parte, ampliando derechos, garantizándoles derechos. Por eso, me","Label directly opens the sentence containing the quoted words on page 63; this is the second of two ""Sra. Almirón.-"" turns on the page (the first was interrupted by ""Murmullos en el recinto."" and a Presidenta interjection), and the quoted words belong to the resumed turn."
265,2022-03-17_r02,17-03-2022_ESPECIAL.pdf,69,Sra. Giménez,Sra. Giménez.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. En primer lugar, quiero expresar mi reconocimiento a nuestro presidente, Alberto","Quoted words open the senadora Giménez's turn on page 69, right after presidenta gives her the floor."
266,2022-03-17_r02,17-03-2022_ESPECIAL.pdf,121,Sr. Mayans,Sr. Mayans.-,yes,yes,earlier-page,none,high,¿Qué vas a querer hablar de esto? ¡Si tenés que ir preso! Si hablás,"Quoted words sit mid-paragraph on page 121 with no intervening label; the last label before them is Sr. Mayans on page 120, and his speech runs uninterrupted (aside from stenographer notes like ""Manifestaciones simultáneas"" and ""(Risas.)"") onto page 121."
267,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,19,Sr. Petcoff Naidenoff,Sr. Petcoff Naidenoff.-,yes,yes,same-paragraph,none,high,"Presidenta: “Ningún senador o diputado, desde el día de su elección hasta el de","Quote is the article-69 recitation opening his turn on page 19, under heading ""10. Cuestión de Privilegio planteada por el señor senador Petcoff Naidenoff."""
268,2022-05-12_r04,12-05-2022_ESPECIAL.pdf,49,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Corresponde leer lista de oradores por Secretaría.,Straightforward presiding-officer instruction on page 49.
269,2022-06-30_r07,30-06-2022_ORDINARIA.pdf,83,"Sra. González, Gladys","Sra. González, Gladys.-",yes,yes,same-paragraph,none,high,"Sí, señora presidenta. En el Orden del Día Nº 76/22, que es justamente la",Quote opens her turn reading proposed modifications on page 83.
270,2022-06-30_r07,30-06-2022_ORDINARIA.pdf,104,Sra. García Larraburu,Sra. García Larraburu.-,yes,yes,earlier-page,none,high,Fue un largo camino y se trabajó de manera articulada. También tuvimos el gran,"Quoted words continue her uninterrupted speech from page 103 onto page 104; no label appears on page 104 until after this text (""Sra. Presidenta (Ledesma Abdala).- Gracias, senadora."" comes later, following her closing thanks)."
271,2022-09-01_r09,01-09-2022_ESPECIAL.pdf,32,Sra. Ianni,Sra. Ianni.-,yes,yes,same-paragraph,none,high,"Gracias, señora presidenta. Mire, estoy escuchando con atención desde que dimos inicio a esta",Quote opens her turn on page 32.
272,2022-09-01_r09,01-09-2022_ESPECIAL.pdf,38,Sra. Presidenta (Losada),Sra. Presidenta (Losada).-,yes,approx,same-paragraph,none,medium,"Gracias, senadora. Tiene la palabra el senador Parrilli.","Only ""Gracias, senadora."" is visible as the last line of page 38 (immediately followed by the page footer); the second half of the quoted phrase, ""Tiene la palabra el senador Parrilli."", does not appear on the supplied page image, so it may fall on an unsupplied following page. The visible portion is governed by ""Sra. Presidenta (Losada).-""."
273,2022-09-01_r09,01-09-2022_ESPECIAL.pdf,71,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Continúa la sesión. Corresponde considerar por Secretaría los órdenes del día que por Secretaría,"Quote opens the turn on page 71, just below the section heading ""22. Tratamiento en conjunto de los órdenes del día..."", which precedes the paragraph but is not inside it."
274,2022-09-22_r11,22-09-2022_ESPECIAL.pdf,21,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Sí; por eso.,"Short reply ""Sí; por eso."" on page 21, found once, in exchange with Sr. Lousteau and Sr. Snopek."
275,2022-10-27_r12,27-10-2022_ESPECIAL.pdf,59,Sr. Rodas,Sr. Rodas.-,yes,yes,same-paragraph,none,high,"Muchísimas gracias, presidenta.","Closing line of Sr. Rodas's turn on page 59, right before presidenta gives the floor to senadora Álvarez Rivero."
276,2022-11-16_r13,16-11-2022_ESPECIAL.pdf,41,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,Se convierte en ley y se comunica al Poder Ejecutivo nacional. Ahora corresponde votar,Vote-result announcement on page 41.
277,2023-03-30_r02,30-03-2023_ESPECIAL.pdf,32,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senador. Tiene la palabra senadora González.",Label and quoted words appear on the same line/paragraph on page 32.
278,2023-04-13_r03,13-04-2023_ORDINARIA.pdf,4,Sra. Presidenta (Fernández de Kirchner),Sra. Presidenta (Fernández de Kirchner).-,yes,yes,same-paragraph,none,high,"Sometemos el pedido de retiro a consideración del cuerpo, a mano alzada.","Found under item 3 ""Retiro de mensaje"" on page 4; label directly precedes the quoted words."
279,2023-04-13_r03,13-04-2023_ORDINARIA.pdf,33,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,No le he registrado el…,"Line reads ""Sra. Presidenta (Ledesma Abdala).- No le he registrado el…"" on page 33, part of a rapid exchange with ""Manifestaciones simultáneas"" interjections."
280,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,26,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senadora. Tiene la palabra, senadora Giacoppo.",Found on page 26 immediately after the previous senator's closing remarks.
281,2023-05-11_r04,11-05-2023_INFORMATIVA_ESPECIAL.pdf,35,Sr. Jefe de Gabinete de Ministros,Sr. Jefe de Gabinete de Ministros.-,yes,yes,same-paragraph,none,high,"…de las provincias argentinas en otro tipo de obras, en otro tipo de servicios.","Quoted words are the continuation of an interrupted sentence; the label reappears directly before them on page 35 after Sra. Tagliaferri's brief interjection ""Estaban destinados a la Ciudad."""
282,2023-09-28_r06,28-09-2023_ESPECIAL.pdf,52,Sr. Juez,Sr. Juez.-,yes,yes,same-paragraph,none,high,Ustedes que se robaron un cargo que no les correspondía. ¡No sea caradura! ¡Con,Found on page 52 directly after a stenographer note about off-mic remarks by senator Juez.
283,2023-09-28_r06,28-09-2023_ESPECIAL.pdf,54,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Sí, senador Mayans.","Found on page 54; the exact phrase appears once on this page, though similar short exchanges with ""senador Mayans"" appear elsewhere on the surrounding pages."
284,2023-09-28_r06,28-09-2023_ESPECIAL.pdf,163,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,same-paragraph,none,high,"Sí, senador Vischi tiene la palabra.","Found on page 163 directly after senator Vischi's own interjection ""Presidenta…""."
285,2023-12-07_r07,07-12-2023_ESPECIAL.pdf,13,Sra. Presidenta (Ledesma Abdala),Sra. Presidenta (Ledesma Abdala).-,yes,yes,earlier-same-page,none,medium,Señora senadora electa por la provincia de Jujuy Vilma Facunda Bedia: ¿juráis a la,"This is a formulaic oath-taking sequence; each ""Señor/Señora senador/a electo/a..."" oath question is a new indented paragraph that is not re-labeled, continuing the Presidenta's turn from the preceding ""Si así no lo hiciereis..."" line on the same page 13."
286,2023-12-13_r08,13-12-2023_ESPECIAL.pdf,5,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,Invito al senador Esteban Abdala a proceder al izamiento de la bandera nacional en,"Found on page 5 under item 1, ""Izamiento de la bandera nacional""."
287,2023-12-13_r08,13-12-2023_ESPECIAL.pdf,22,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"La moción de orden es a mano alzada, senador. Está aprobada la moción de",Found on page 22 amid a rapid back-and-forth with senator Andrada over a point of order.
288,2023-12-13_r08,13-12-2023_ESPECIAL.pdf,39,Sra. Di Tullio,Sra. Di Tullio.-,yes,yes,same-paragraph,none,high,Hay que votar el cierre de la lista de oradores.,"Found on page 39, directly after Sra. Fernández Sagasti's similar remark about closing the speakers' list."
289,2024-02-23_r01,23-02-2024_PREPARATORIA.pdf,11,Sra. Presidente (Villarruel),Sra. Presidente (Villarruel).-,yes,yes,same-paragraph,none,high,"Senadora: por favor, no se contesta.","Quote appears as ""Sra. Presidente (Villarruel).- Senadora: por favor, no se contesta."" right after Sra. Fernández Sagasti's line, label immediately governs the words."
290,2024-03-14_r02,14-03-2024_ESPECIAL.pdf,24,Sra. Losada,Sra. Losada.-,yes,yes,same-paragraph,none,high,El gobernador de la provincia tuvo que sacar a su familia de la provincia.,"Clear label-quote pair on page 24: ""Sra. Losada.- El gobernador de la provincia tuvo que sacar a su familia de la provincia."""
291,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,184,Sra. Terenzi,Sra. Terenzi.-,yes,yes,same-paragraph,none,high,"Estamos en Modernización laboral. Perfecto. No, no lo votamos todavía, senadora Huala. Yo voy","Page 184: ""Sra. Terenzi.- Estamos en Modernización laboral. Perfecto. No, no lo votamos todavía, senadora Huala. Yo voy a proponer algo..."" A later, unrelated line on the same page spells the surname ""Terezi"" (typo by the president addressing her), but the governing label itself reads ""Terenzi""."
292,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,265,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,Por supuesto que sí.,"Page 265: ""Sr. Salino.- ¿Podría repetir lo que tenemos que modificar respecto al dictamen? Sr. Presidente (Abdala).- Por supuesto que sí."" Label immediately precedes the quoted words."
293,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,271,Sr. Blanco,Sr. Blanco.-,yes,yes,same-paragraph,none,high,Tiene que ver con las excepciones del impuesto a las ganancias.,"Page 271: ""Sr. Blanco.- Tiene que ver con las excepciones del impuesto a las ganancias."""
294,2024-06-12_r05,12-06-2024_ESPECIAL.pdf,284,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Se les pide orden y algo de disciplina a la hora de votar, por","Page 284: ""Sr. Presidente (Abdala).- Se les pide orden y algo de disciplina a la hora de votar, por favor."""
295,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,12,Sr. Mayans,Sr. Mayans.-,yes,yes,same-paragraph,none,high,"¿Pero el senador Romero tiene un bloque de cuatro miembros, presidente, o es presidente","Page 12: ""Sr. Mayans.- ¿Pero el senador Romero tiene un bloque de cuatro miembros, presidente, o es presidente del interbloque?"""
296,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,15,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senadora. Vuelvo a reiterarle: se puso a votación la preferencia del senador Vischi.","Page 15: ""Sr. Presidente (Abdala).- Gracias, senadora. Vuelvo a reiterarle: se puso a votación la preferencia del senador Vischi."""
297,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,30,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,"Gracias, senadora Duré. Pasa a la Comisión de Asuntos Constitucionales, para su tratamiento.","Page 30: ""Sr. Presidente (Abdala).- Gracias, senadora Duré. Pasa a la Comisión de Asuntos Constitucionales, para su tratamiento."""
298,2024-07-04_r06,04-07-2024_ESPECIAL.pdf,34,Sr. Presidente (Abdala),Sr. Presidente (Abdala).-,yes,yes,same-paragraph,none,high,Me parece que no.,"Page 34: ""Sr. Mayans.- Orden 57/24, propuestas 17 y 19. Sr. Presidente (Abdala).- Me parece que no."""
299,2024-08-22_r07,22-08-2024_ORDINARIA.pdf,35,Sr. Rejal,Sr. Rejal.-,yes,approx,same-paragraph,none,medium,"Gracias, señor presidente. Un sector muy sensible de la sociedad argentina está esperando que","Page 35's last line reads ""Sr. Rejal.- Gracias, señor presidente."" immediately above the page footer; only that opening clause of the quote is visible on the supplied page image, the continuation ""Un sector muy sensible de la sociedad argentina está esperando que"" is not visible (presumably on the following, unsupplied page) but there is no intervening label, so the same turn/label governs it."
300,2024-08-22_r07,22-08-2024_ORDINARIA.pdf,80,Sr. Secretario (Giustinian),Sr. Secretario (Giustinian).-,yes,yes,same-paragraph,none,high,"Expediente S.-1.517/24, de los senadores Romero, Arce, Tagliaferri, Espínola, Di Tullio, Atauche, Mayans, Vischi","Page 80: ""Sr. Secretario (Giustinian).- Expediente S.-1.517/24, de los senadores Romero, Arce, Tagliaferri, Espínola, Di Tullio, Atauche, Mayans, Vischi y Blanco: proyecto de resolución..."""
