case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
h324,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,20 of 29,
h325,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Corresponde considerar el dictamen de la Comisión de Deportes en el proyecto de declaración del señor senador Villaverde por el que se manifiesta beneplácito por la clasificación del seleccionado argentino,,Label inside heading block '96 Beneplacito por la clasificacion del seleccionado femenino de voleibol'.
h326,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador Altuna.,2 of 2,Label immediately above the passage; passage is the continuation of that same turn.
h327,2001-12-12_r76,2001-12-12_r76_EXTRAORDINARIA.html,,Sr. Presidente (Puerta),Sr. Presidente (Puerta). --,yes,"Si así no lo hiciereis, la Patria os lo demande. (Aplausos en las bancas y en las galerías.) Señor Juan José Canals: ¿juráis a la Patria, por Dios desempeñar fiel",,Label immediately above; the juramento formula is the president speaking.
h328,2001-12-12_r76,2001-12-12_r76_EXTRAORDINARIA.html,,Sr. Presidente (Puerta),Sr. Presidente (Puerta). --,yes,Tiene la palabra el señor senador Alfonsín.,,
h329,2001-12-12_r76,2001-12-12_r76_EXTRAORDINARIA.html,,Sra. Negre de Alonso,Sra. Negre de Alonso. --,yes,"Señor presidente: no quiero que la compañera que se ha integrado a nuestro bloque se vaya sin antes decirle algunas palabras. A pesar del muy poco tiempo compartido, lamento muchísimo",,
h330,2001-12-20_r78,2001-12-20_r78_EXTRAORDINARIA.html,,Sr. Pichetto,Sr. Pichetto. --,yes,Señor presidente: sabemos que hay problemas en todas las provincias y no es precisamente en la Ciudad Autónoma donde mayores dificultades hay. Por ello creo que no podemos votar este,,
h331,2001-12-22_r00,2001-12-22_r00_ASAMBLEA.html,,Sr. diputado Raimundi,Sr. diputado Raimundi. --,yes,"Señor presidente: trataré de ser muy conciso. En primer lugar, quiero puntualizar que efectuaré mi discurso desde una posición de gran humildad a la que estoy obligado por haber sido",,"Asamblea Legislativa; labels carry ""diputado""."
h332,2001-12-22_r00,2001-12-22_r00_ASAMBLEA.html,,Sr. diputado Gutiérrez,Sr. diputado Gutiérrez. --,yes,Señor presidente: hemos escuchado atentamente todas las exposiciones sobre la gravedad de la crisis que vive el país. En reiteradas oportunidades a lo largo de estos últimos diez años me,,"Printed ""Sr. diputado Gutiérrez.--"" with no space before the dash; president had given the floor to ""diputado Francisco Gutiérrez""."
h333,2002-01-01_r00,2002-01-01_r00_ASAMBLEA.html,,Sr. diputado Cortinas,Sr. diputado Cortinas. --,yes,Señor presidente: hablar de la tremenda dificultad en la que se encuentra sumida nuestra Nación sería redundante. Esta situación la palpamos y la vivimos todos los días en cada centímetro,,
h334,2002-01-01_r00,2002-01-01_r00_ASAMBLEA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"Le recuerdo, diputado Lorenzo Pepe, que la cuestión de privilegio no está prevista en el Reglamento.",,
h335,2002-01-06_r80,2002-01-06_r80_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"Muchas gracias, señor senador. Tiene la palabra el señor senador Passo.",,
h336,2002-01-06_r80,2002-01-06_r80_ORDINARIA.html,,Sra. Avelín,Sra. Avelín. --,yes,"Termino con esto. Más allá de que no se modifique, sería importante lo relativo a cláusulas de interpretación, como dejé la posibilidad de incluir, como los títulos a canjear, como",,"Same speaker is printed ""Sr. Avelín. --"" a few turns earlier in this same page, then ""Sra. Avelín. --"" twice; the nearest label above the passage is the ""Sra."" form."
h337,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Aprobado.,1 of 10,"Passage is ""Aprobado."" right after ""-- La votación resulta afirmativa.""; the label is directly above."
h338,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. López Arias,Sr. López Arias. --,yes,"Señor presidente: trataré de ser breve, pero no puedo evitar hacer algunas reflexiones. Cuando escuchaba las palabras del señor senador Baglini, me sentía representado en muchas de las dudas que",,"The label just above is printed with stray markup: ""Sr. Presidente (Maqueda). --** **Tiene la palabra el señor senador por Salta."" then the passage's own label ""Sr. López Arias.""."
h339,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,En consideración. Se va a votar el artículo 1.,,
h340,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra la señora senadora Negre de Alonso.,7 of 24,
h341,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Prades,Sr. Prades. --,yes,"Señor presidente: respetuosamente digo que no comparto lo que expresa la señora presidenta de la Comisión de Legislación General, ya que una decisión judicial firme es considerada como cosa juzgada.",,
h342,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra el señor senador por San Juan.,2 of 3,"the round's sheet named occurrence 2 of 3 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h343,2002-02-21_r83,2002-02-21_r83_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Aprobado.,6 of 8,
h344,2002-03-05_r02,2002-03-05_r02_ESPECIAL.html,,Sr. Gioja,Sr. Gioja. --,yes,¡No es así!,,Short interjection inside Baglini's turn; Gioja's own label opens it.
h345,2002-03-05_r02,2002-03-05_r02_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra el señor senador por Jujuy.,,
h346,2002-03-05_r02,2002-03-05_r02_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra el señor senador Agúndez.,,
h347,2002-03-05_r02,2002-03-05_r02_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra el señor senador Morales.,3 of 5,"Passage follows a blank line after ""Ya se votará oportunamente."" but no new label intervenes."
h348,2002-03-05_r02,2002-03-05_r02_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"En consideración el artículo 4. Si no se hace uso de la palabra, se va a votar.",,
h349,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Tiene la palabra la señora senadora Isidori.,,
h350,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"Discúlpeme, señor senador. Me parece muy bien el anuncio. Simplemente le pido haga entrega del proyecto a Secretaría. Le digo con todo respeto que tengo temor que se convierta en",,
h351,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Relaciones Exteriores y Culto en el mensaje y proyecto de ley del Poder Ejecutivo por el que se aprueba el Acuerdo por,,"Label sits just under the section heading ""49 Acuerdo por Canje de Notas...""; bold markup is broken, only ""(López Arias)"" and the dash are bold, the ""Sr. Presidente"" is outside the bold run."
h352,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Señor senador Baglini ¿continúa en el uso de la palabra?,,
h353,2002-04-04_r04,2002-04-04_r04_ORDINARIA.html,,Sra. Caparrós,Sra. Caparrós.--,yes,Se aceptan las propuestas formuladas por los señores senadores Ibarra y Alfonsín.,,
h354,2002-04-24_r07,2002-04-24_r07_ESPECIAL.html,,Sr. Zavalía,Sr. Zavalía. --,yes,"Señor presidente: voy a ser muy breve. Hasta diciembre hubo una gran fuga de capitales del país, de tal modo que se tuvo que implementar el famoso ""corralito"" cuyo objetivo,",,
h355,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",27 of 74,"Label follows the heading ""Orden del Día Nº 92""; bold run opens mid-label."
h356,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Terragno,Sr. Terragno.--,yes,"Señor presidente: el 8 de marzo de este año presenté un proyecto que, actualmente, está en estudio de la Comisión de Asuntos Constitucionales, a través del cual propongo que todo",,
h357,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Capitanich,Sr. Capitanich. --,yes,...de la clausura preventiva de locales. El artículo 5fijaba una pena de prisión de uno a tres años para quienes luego de declarada la ilegalidad de un paro promovieran su,,"Passage opens with ellipsis: speech resumes after the president's ""Por favor, señores senadores..."" interjection, so Capitanich's label is the one that opens this turn."
h358,2002-05-15_r10,2002-05-15_r10_ORDINARIA.html,,Sr. Morales,Sr. Morales. --,yes,"Señor presidente: además de coincidir con los argumentos del señor senador preopinante, debo decir que me preocupa mucho lo que acaba de plantear el señor senador Moro. Sin perjuicio del",,
h359,2002-05-15_r10,2002-05-15_r10_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Tiene la palabra la señora senadora Müller.,2 of 2,"Preceding label ""Sra. Müller. --"" has a stray bold close, so the bold run there spans the heading block above it."
h360,2002-05-15_r10,2002-05-15_r10_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda aprobada la preferencia.,9 of 9,
h361,2002-05-15_r10,2002-05-15_r10_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,5 of 6,
h362,2002-05-15_r10,2002-05-15_r10_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",28 of 28,"Label follows the heading ""Orden del Día Nº 180""; bold opens mid-label."
h363,2002-05-23_r11,2002-05-23_r11_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",14 of 47,"Label follows the heading ""Orden del Día Nº 189""; bold opens mid-label."
h364,2002-05-23_r11,2002-05-23_r11_ORDINARIA.html,,Sra. Fernández de Kirchner,Sra. Fernández de Kirchner. --,yes,"¿Me permite una interrupción, señor senador?",,"The president had just given the floor to senador Baglini, but Fernández de Kirchner's own label opens this turn."
h365,2002-05-23_r11,2002-05-23_r11_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra la señora senadora Fernández de Kirchner.,3 of 8,
h366,2002-05-23_r11,2002-05-23_r11_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).--,yes,Ustedes pidieron la lectura del artículo 31...,,"Just below the passage the page prints ""Sr. Colombo.--"" for senadora Colombo, two lines after ""Sra. Colombo.--"" — a gender typo in the source."
h367,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sra. Ibarra,Sra. Ibarra. --,yes,...,1 of 15,"The passage is literally an ellipsis (""...""), the tail of Ibarra's speech; her label is roughly 5,000 characters above, past the printed run-up, so I stepped up with a second call to find it.; the round's sheet named occurrence 1 of 88 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h368,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"Perdón, senador Pichetto. En este momento está abierta la lista de oradores. Les pido a todos que se inscriban por Secretaría Parlamentaria en la lista de oradores, así podemos cerrarla,",,
h369,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sra. Avelín,Sra. Avelín. --,yes,"¡Pido una interrupción, señor presidente!",2 of 2,
h370,2002-05-30_r13,2002-05-30_r13_ORDINARIA.html,,Sr. Maestro,Sr. Maestro. --,yes,¡Señor presidente!,,
h371,2002-06-12_r14,2002-06-12_r14_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,"(Lee:) ""Poder Ejecutivo: mensajes solicitando acuerdo para designar: número 857/02, director del Banco Central al licenciado Víctor Jacinto Bescos. Número 885/02, juez federal de primera instancia de Rawson, provincia del",,"Passage begins ""(Lee:)"", which is a note, not a speaker; the label above it is the secretary's."
h372,2002-06-12_r14,2002-06-12_r14_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,4 of 26,
h373,2002-07-03_r15,2002-07-03_r15_ORDINARIA.html,,Sr. Lamberto,Sr. Lamberto. --,yes,Señor presidente: hay determinados temas cuya fundamentación debe quedar necesariamente registrada en el Diario de Sesiones. Y esta es una de esas cuestiones. Quizás éste sea uno de los temas,,
h374,2002-07-03_r15,2002-07-03_r15_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"Así se hará, señora senadora.",,
h375,2002-08-01_r17,2002-08-01_r17_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,En consideración. Tiene la palabra el senador Lamberto.,,"Speech resumes after the stenographer's note ""-- Se enuncia el artículo 6."", same speaker."
h376,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,No. La reconsideración fue solicitada por la senadora Avelín.,,
h377,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,11 of 13,
h378,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto. --,yes,"Señor presidente: explicitamos esta iniciativa en la reunión anterior, oportunidad en la que se decidió con buen criterio que tuviera dictamen de comisión, trámite que ya se ha cumplimentado. El",,
h379,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Baglini),Sr. Presidente (Baglini). --,yes,Tiene la palabra el señor senador Yoma.,2 of 6,
h380,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Baglini),Sr. Presidente (Baglini). --,yes,Tiene la palabra el señor senador Morales.,3 of 6,
h381,2002-08-28_r21,2002-08-28_r21_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Tiene la palabra la señora senadora Avelín.,1 of 4,
h382,2002-09-04_r22,2002-09-04_r22_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Recursos Hídricos en el proyecto de comunicación del señor senador Moro y de la señora senadora Curletti por el que se solicitan,,"Label opens a new numbered section; the bold run merges the section number and title (""44 Tareas de dragado..."") with the label, so title and label share one bold block."
h383,2002-09-11_r23,2002-09-11_r23_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra el señor senador Walter.,1 of 11,"Passage is not bolded at all and the label is several paragraphs above, at the head of the section; the president is still speaking (he is giving the floor to Walter)."
h384,2002-09-11_r23,2002-09-11_r23_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"Para mayor claridad, estoy pidiendo información a Secretaría Parlamentaria sobre el despacho de comisión.",,"Bold closes early: the page prints ""**Sr. Presidente **(López Arias). --"" with the dash outside the bold."
h385,2002-09-18_r24,2002-09-18_r24_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Por Secretaría se dará lectura a un mensaje del Poder Ejecutivo nacional solicitando acuerdo.,,"Same merged bold block as h382: section number 6 and its title run into the label, and the bold never closes before the passage."
h386,2002-09-18_r24,2002-09-18_r24_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,El señor senador Yoma le pide una aclaración.,,
h387,2002-09-18_r24,2002-09-18_r24_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra la señora senadora Escudero.,5 of 5,
h388,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de las comisiones de Transportes y de Presupuesto y Hacienda en el proyecto de comunicación de la señora senadora Caparrós (I) y de resolución del señor,,Label merged into the bold block that holds section 7 and its title.
h389,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda aprobada la resolución. Se procederá en consecuencia.,2 of 8,
h390,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,15 of 31,
h391,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Guinle,Sr. Guinle. --,yes,"Señor presidente: solicito que se modifique el plan de labor, y que se incorpore --según fue conversado por los señores presidentes de bloque-- el proyecto contenido en el expediente S.",,
h392,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",93 of 111,"Bold placement drifts here: the page prints ""**Sr. Presidente** (López Arias). --"" with the name outside the bold, and the label sits under the ""Orden del Día Nº 415"" heading."
h393,2002-10-02_r26,2002-10-02_r26_ESPECIAL.html,,Sra. Curletti,Sra. Curletti. --,yes,"Solamente deseo manifestar que he recibido muy a destiempo el informe, de modo que no pude comprobar las respuestas relacionadas con las obras públicas especialmente programadas para la provincia del",,
h394,2002-10-23_r29,2002-10-23_r29_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Tiene la palabra el señor senador Zavalía.,2 of 2,
h395,2002-10-23_r29,2002-10-23_r29_ESPECIAL.html,,Sr. Zavalía,Sr. Zavalía. --,yes,"Señor presidente: quiero decirle al senador Menem que, al hablar de la Constitución Nacional, que es nuestra ley suprema, debemos tener en cuenta que ella establece que no hay prerrogativas",,
h396,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",6 of 162,
h397,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,6 of 11,
h398,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Pardal,Sr. Pardal. --,yes,"Señor presidente: es para solicitar el tratamiento con preferencia, con o sin despacho de comisión, del expediente S. 2.438/02, que tiene que ver con un proyecto de comunicación para la",,
h399,2002-11-06_r33,2002-11-06_r33_ORDINARIA.html,,Sra. Müller,Sra. Müller. --,yes,¿Me permite...?,,"Very short turn: Müller breaks in mid-speech to ask for an interruption, and the president answers in the next paragraph."
h400,2002-11-06_r33,2002-11-06_r33_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"Si no se hace uso de la palabra, se va a votar.",3 of 63,"the round's sheet named occurrence 3 of 63 of a count that included matches inside other words and lines of the contents list; both are fixed, and this row records the turn the reader was actually sent to"
h401,2002-11-21_r35,2002-11-21_r35_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Continúa la sesión.,,"Label sits immediately above, with the dash left dangling at the end of the line before the passage."
h402,2002-11-21_r35,2002-11-21_r35_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Corresponde considerar el dictamen de las comisiones de Obras Públicas y de Presupuesto y Hacienda en el proyecto de comunicación de la señora senadora Colombo por el que se solicita,2 of 2,"Bold markup is broken around the parenthesis: printed ""**Sr. Presidente **(Maqueda)**. --**"". A section number and title (""83 Obras publicas en Catamarca"") sit between the previous turn and this label."
h403,2002-11-27_r36,2002-11-27_r36_ORDINARIA.html,,Sra Bar,Sra Bar.--,yes,"Señor presidente: solicito la modificación del artículo 2°, ya que fue consensuada una nueva redacción con el bloque de la Alianza. El artículo 2° propuesto es más corto y establece",,"Printed without the period after ""Sra""."
h404,2002-11-27_r37,2002-11-27_r37_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Queda aprobada la resolución. Se harán las comunicaciones correspondientes.,11 of 21,Bold split around the parenthesis; the dash ends the line and the passage begins the next.
h405,2002-11-27_r37,2002-11-27_r37_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Tiene la palabra la señora senadora Curletti.,,
h406,2002-11-28_r38,2002-11-28_r38_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Queda aprobado en general. En consideración en particular. Tiene la palabra el señor senador Yoma.,,
h407,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",33 of 178,
h408,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Defensa Nacional en el proyecto de declaración del señor senador Brizuela del Moral por el que se expresa beneplácito por el 75°,,
h409,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto de comunicación de la señora senadora Colombo por el que se solicitan informes sobre el otorgamiento,,"In this stretch the closing bold tag is missing, so the bold run swallows the rest of the paragraph; the label itself is still legible."
h410,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,42 of 46,Same unclosed-bold stretch as h409.
h411,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sra. Martín,Sra. Martín. --,yes,"Señor presidente: realmente, tengo que compartir lo expresado por la señora senadora Fernández de Kirchner. Se ha llegado a un acuerdo por la deposición de las actitudes o definiciones de",,"The chair announces her a few lines above as ""senadora Martín""; an earlier mention in the same file spells it ""Martin"" without the accent."
h412,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).--,yes,"Debo recordarles que, en realidad, estamos discutiendo la inclusión del último artículo de la aprobación en particular. Tiene la palabra el señor senador Zavalía.",,Printed with no space between the parenthesis-period and the dash.
h413,2002-12-26_r40,2002-12-26_r40_EXTRAORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,"(Lee:) ""Plan de labor parlamentaria para la sesión del día 26-12-02: Sesión para consideración de acuerdos. Tratamientos sobre tablas acordado: proyecto de ley en revisión acordando autorización al presidente de",,"The passage itself opens with the stenographer's ""(Lee:)"", which is not a speaker; the secretary holds the floor."
h414,2002-12-26_r40,2002-12-26_r40_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).--,yes,Tiene la palabra la señora senadora Colombo.,1 of 6,
h415,2002-12-26_r40,2002-12-26_r40_EXTRAORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Se va a votar el pliego para el acuerdo del presidente del Banco Central de la República Argentina.,,"Speech resumes after ""-- La votación resulta afirmativa."" under the same label."
h416,2003-02-26_r41,2003-02-26_r41_EXTRAORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Si no se hace uso de la palabra, se va votar la moción formulada por el señor senador Pichetto.",,
h417,2003-02-26_r41,2003-02-26_r41_EXTRAORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Corresponde considerar si se trata sobre tablas el proyecto de ley en revisión por el que se derogan las franquicias otorgadas respecto del impuesto a la ganancia mínima presunta, y",,
h418,2003-02-26_r41,2003-02-26_r41_EXTRAORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el señor senador Chiappe.,2 of 2,
h419,2003-02-26_r41,2003-02-26_r41_EXTRAORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el señor senador Fernández.,1 of 2,
h420,2003-02-26_r41,2003-02-26_r41_EXTRAORDINARIA.html,,Sr. Baglini,Sr. Baglini. --,yes,"Señor presidente: estaba escuchando al señor senador Cafiero, y él manifestó que en realidad el ministro Lavagna no es que haya cambiado el criterio, sino que tiene que reconocer un",,The chair grants Baglini an interruption immediately above; the interrupted speaker is Fernández.
h421,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el señor senador Morales.,1 of 2,
h422,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Zavalía,Sr. Zavalía. --,yes,Señor presidente: considero que no es necesario seguir debatiendo este asunto. Nadie puede sentirse como si su persona o representación fuera usada o utilizada por este Congreso. Aquí cada senador,,
h423,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el señor Morales.,,"The chair says ""el señor Morales"", omitting ""senador""."
h424,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"En consecuencia, pasa al Archivo.",3 of 7,
h425,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,17 of 62,
h426,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",29 of 108,"Label sits two lines above, after the ""Orden del Día Nº 1599"" title line; bold run is split as **Sr. Presidente **(Gioja)**. -- **"
h427,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,19 of 62,
h428,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,37 of 62,
h429,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",56 of 108,"Label follows the ""Orden del Día Nº 1640"" title line"
h430,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",67 of 108,"Label follows the ""Orden del Día Nº 1657"" title line"
h431,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",83 of 108,"Label follows the ""Orden del Día Nº 1675"" title line"
